timestamp,mac,rssi,channel,veces,ssid
2026-03-24 17:19:57,28:53:4E:B5:91:73,-88,3,1,HIDDEN
2026-03-24 17:19:57,3A:3F:B3:DD:33:E4,-88,11,1,Personal Wifi Zone
2026-03-24 17:19:57,CC:F3:C8:15:60:E8,-90,1,4,Personal-0E4
2026-03-24 17:19:57,64:5E:10:11:AA:14,-90,2,2,Flori
2026-03-24 17:19:57,98:DA:C4:E0:36:62,-90,4,2,ASOEM P3
2026-03-24 17:19:57,18:3D:5E:22:D4:84,-91,1,5,casaestudio
2026-03-24 17:19:57,8A:C2:27:AE:29:C0,-91,3,1,Musso
2026-03-24 17:19:57,84:46:FE:9B:9E:38,-91,3,1,Claro-Fibra2050
2026-03-24 17:20:06,9A:F0:83:9E:2D:73,-42,6,6,HIDDEN
2026-03-24 17:20:06,9A:F0:83:9E:2D:70,-43,6,6,Claro-Fibra-2.4G-3523
2026-03-24 17:20:06,3C:B7:4B:43:0E:38,-46,11,5,Personal-E34
2026-03-24 17:20:06,3E:B7:4B:43:0E:39,-46,11,6,Personal Wifi Zone
2026-03-24 17:20:06,D0:57:94:6C:78:A6,-48,11,6,Personal-8A1
2026-03-24 17:20:06,D2:57:94:6C:79:A2,-48,11,6,Personal Wifi Zone
2026-03-24 17:20:06,9C:71:3A:64:85:08,-53,9,4,CLARO
